func,omega,algorithm,s8-start,s8-final,a1-start,a1-final,a2-start,a2-final,MD,MAD,RMSD,time,errors?
wb97m,300,LN_BOBYQA,1.75,0.77932850745161164,0.4,0.73602550603604622,3.625,2.7915666965723873,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77932927281631592,0.4,0.73602613892686852,5.25,2.7915644037760923,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77932895981103634,0.4,0.73602591031873854,6.875,2.7915652019987460,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,1.75,0.77932678813874201,0.4,0.73602150631365482,8.5,2.7915842350449824,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,1.75,0.77933619667048326,0.6,0.73603160096768783,2.0,2.7915448689245879,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77933100749380912,0.6,0.73602662653048190,3.625,2.7915637300814451,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77932637202803667,0.6,0.73602064811635115,5.25,2.7915879547546618,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77932807155752248,0.6,0.73602377920879625,6.875,2.7915745553372737,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,1.75,0.77932889642659220,0.6,0.73602605488533990,8.5,2.7915644498718324,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,1.75,0.77932880692213435,0.8,0.73602540540521222,2.0,2.7915674718192598,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77932988163068928,0.8,0.73602677407602368,3.625,2.7915619403614254,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,1.75,0.77932981797257284,0.8,0.73602395754158578,5.25,2.7915753762860991,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,1.75,0.77932772404392614,0.8,0.73602298485041007,6.875,2.7915780334991580,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,1.75,0.77932921196401417,0.8,0.73602591782717541,8.5,2.7915654031463051,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,3.5,-0.38714728026225526,0.0,0.17461487675982770,2.0,1.6855917176437123,-0.3315,1.2755,2.0863,4,False
wb97m,300,LN_BOBYQA,3.5,0.77932923627439910,0.0,0.73602486124429545,3.625,2.7915705018733679,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77933371221212477,0.0,0.73602736243270062,5.25,2.7915628080776664,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932902112895530,0.0,0.73602633898954339,6.875,2.7915632012196996,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932932252648524,0.0,0.73602626819319306,8.5,2.7915638298321568,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77933026850019071,0.2,0.73602620910705729,2.0,2.7915650215628474,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77933053307425726,0.2,0.73603144285850974,3.625,2.7915401725350213,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932867791333205,0.2,0.73602576688264765,5.25,2.7915656212437461,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932882269991988,0.2,0.73602611175067445,6.875,2.7915640935492552,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77932929541849727,0.2,0.73602621344137453,8.5,2.7915640525733818,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,3.5,0.77933128383820260,0.4,0.73602653341187541,2.0,2.7915644448665602,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77932823116195760,0.4,0.73602463355705083,3.625,2.7915706223888481,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932581980368154,0.4,0.73602304161435284,5.25,2.7915759339874895,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932890381142361,0.4,0.73602589019813047,6.875,2.7915652465843572,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77932872586444102,0.4,0.73602601172571747,8.5,2.7915644917760774,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,3.5,0.77933053939061103,0.6,0.73602710435063168,2.0,2.7915609888381532,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77933214695904474,0.6,0.73602481121214081,3.625,2.7915735293413504,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932800985433848,0.6,0.73602347703310678,5.25,2.7915759481886933,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77932654627386544,0.6,0.73602011721447258,6.875,2.7915906614842023,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77932748649428885,0.6,0.73602344019074484,8.5,2.7915756342269922,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,3.5,0.77932823887048575,0.8,0.73602511595115383,2.0,2.7915683101105517,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,3.5,0.77932596241165697,0.8,0.73602078061061726,3.625,2.7915869144264449,0.0194,0.1250,0.1851,2,False
